Order_ID,pH_0_30,BD_0_30,WHC_0_30,TC_Soil_0_30,TN_Soil_0_30,TP_Soil_0_30,C_N_Soil_0_30,Simpson,Shannon_wiener,Pielou,Richness,AGB,Cover_Plant,High_Plant,Number,TC_Plant,TN_Plant,TP_Plant,C_N_Plant,BGB_0_30,TC_Root_0_30,TN_Root_0_30,TP_Root_0_30,Relative_Coverage_Sedges,Relative_Coverage_Grass,Relative_Coverage_Shrubs,Relative_Coverage_Toxic_Plants,Relative_Coverage_Desirable_forbs,Relative_Quantity_Sedges,Relative_Quantity_Grass,Relative_Quantity_Shrubs,Relative_Quantity_Toxic_Plants,Relative_Quantity_Desirable_forbs,Relative_AGB_Sedges,Relative_AGB_Grass,Relative_AGB_Shrubs,Relative_AGB_Toxic_Plants,Relative_AGB_Desirable_forbs,Pi_Sedges,Pi_Grass,Pi_Shrubs,Pi_Toxic_Plants,Pi_Desirable_forbs,Relative_High_Sedges,Relative_High_Grass,Relative_High_Shrubs,Relative_High_Toxic_Plants,Relative_High_Desirable_forbs,Precipitation,Temperature,Growing_season_precipitation
91_5,7.95,1,7.85,140.16,11.09,1.9,12.64,0.78,1.65,0.92,6,111.28,70,7,338,24.87,1.56,0.11,15.91,9483.95,3042.57,138.49,6.38,0.51,0.09,0,0.27,0.13,0.32,0.07,0,0.08,0.53,0.4,0.2,0,0.27,0.14,0.34,0.18,0,0.25,0.24,0.18,0.37,0,0.39,0.06,2462,-4.2,2089
92_1,8.25,1.06,17.97,147.66,11.16,1.68,13.23,0.85,2,0.91,9,135.57,40,2,1336,28.25,1.7,0.1,16.63,5459.51,1898.29,81.85,4.73,0.22,0.07,0,0.28,0.43,0.23,0.04,0,0.33,0.4,0.18,0.01,0,0.51,0.31,0.2,0.12,0,0.29,0.38,0.16,0.26,0,0.27,0.31,2462,-4.2,2089
92_2,8.58,1.07,21.34,97.55,6.54,1.85,14.92,0.72,1.4,0.87,5,15.22,10,2,205,29.14,1.8,0.09,16.22,5576.5,1455.14,70.93,3.37,0.42,0.25,0,0.08,0.25,0.47,0.3,0,0.04,0.19,0.46,0.14,0,0.28,0.12,0.37,0.32,0,0.07,0.24,0.23,0.41,0,0.09,0.28,2445,-4,2074
92_3,7.9,1,12.57,114.49,7.58,1.58,15.11,0.84,2.08,0.87,11,110.45,40,6.5,808,57.9,3.89,0.19,14.87,3865.85,1261.73,61.41,2.48,0.27,0.16,0,0.27,0.29,0.04,0.16,0,0.5,0.3,0.17,0.1,0,0.56,0.17,0.16,0.24,0,0.28,0.31,0.17,0.4,0,0.08,0.35,2462,-4.2,2089
92_4,7.74,0.85,18.69,93.61,6.71,1.42,13.95,0.86,2.14,0.89,11,84.43,45,3.3,1112,43.04,2.56,0.13,16.79,4986.35,1423.73,71.88,3.76,0.24,0.07,0,0.22,0.47,0.14,0.03,0,0.22,0.61,0.12,0.02,0,0.43,0.44,0.18,0.15,0,0.18,0.48,0.16,0.37,0,0.11,0.37,2462,-4.2,2089
92_5,8.66,1.03,23.3,104.64,7.39,1.51,14.15,0.78,1.76,0.85,8,12.64,20,2.5,132,20.31,1.27,0.06,16.05,6886.78,1535.34,78.42,4.59,0.09,0.51,0,0.23,0.17,0.18,0.53,0,0.17,0.12,0.11,0.57,0,0.27,0.05,0.14,0.4,0,0.28,0.18,0.16,0.15,0,0.43,0.26,2329,-0.4,1970
94_1,7.87,0.88,30.55,111.61,10.22,1.61,10.93,0.82,1.85,0.89,8,235.37,70,2,1316,18.49,0.98,0.07,18.94,7079.16,2094.05,117.6,8.2,0.26,0.19,0,0.03,0.53,0.09,0.13,0,0.01,0.77,0.14,0.18,0,0.01,0.67,0.19,0.22,0,0.07,0.52,0.21,0.33,0,0.19,0.27,2383,-4.3,2006
94_2,8.11,0.88,31.41,112.67,10.11,1.49,11.14,0.95,1.35,0.59,10,125.9,92,4.5,1872,24.73,1.44,0.11,17.2,5428.31,1691.48,72.62,5.65,0.18,0.02,0,0.07,0.73,0.05,0,0,0.09,0.86,0.25,0.01,0,0.04,0.7,0.14,0.05,0,0.15,0.65,0.2,0.13,0,0.3,0.36,2383,-4.3,2006
94_3,7.9,0.94,28.47,105.05,9.13,1.69,11.51,0.84,2.06,0.86,11,115.06,100,4.3,2433,23.83,1.32,0.09,18.11,8545.43,2508.17,104.69,8.08,0.27,0.05,0,0.07,0.6,0.07,0.07,0,0.03,0.84,0.23,0.06,0,0.02,0.69,0.19,0.1,0,0.17,0.54,0.25,0.17,0,0.41,0.18,2383,-4.3,2006
94_4,7.91,0.92,33.22,107.01,8.75,1.49,12.23,0.85,2.11,0.88,11,67.27,60,2,1161,25.75,1.64,0.13,15.68,8821.01,1968.26,81.64,8.19,0.13,0.1,0,0.04,0.73,0.1,0.07,0,0.02,0.82,0.14,0.05,0,0.06,0.75,0.12,0.12,0,0.13,0.64,0.13,0.18,0,0.33,0.36,2383,-4.3,2006
94_5,7.52,1.05,27.79,102.12,9.02,1.39,11.32,0.82,1.84,0.89,8,81.77,80,4.5,1604,22.96,1.46,0.18,15.69,7723.9,2141.76,101.45,6.89,0.31,0,0,0.04,0.66,0,0,0,0.04,0.96,0.19,0,0,0.01,0.8,0.2,0,0,0.07,0.73,0.3,0,0,0.13,0.57,2275,-4.7,1875
95_1,7.38,0.77,35.39,61,3.98,1.09,15.33,0.8,2.08,0.81,13,213.55,85,2,1728,17.57,0.93,0.07,18.85,17881.19,5116.03,218.49,14.67,0.17,0.04,0.01,0.55,0.24,0.08,0.03,0,0.66,0.23,0.12,0.01,0.01,0.73,0.13,0.13,0.06,0.03,0.5,0.29,0.13,0.1,0.07,0.29,0.4,2275,-4.7,1875
95_2,7.45,1.02,36.78,62.49,4.23,0.75,14.76,0.89,2.4,0.94,13,163.39,90,2,1890,16.79,1.06,0.07,15.9,14983.75,2791.75,149.69,16.17,0.2,0.04,0,0.37,0.39,0.12,0.02,0,0.63,0.23,0.2,0.01,0,0.62,0.16,0.16,0.06,0,0.45,0.32,0.17,0.13,0,0.36,0.34,2275,-4.7,1875
95_3,7.54,0.76,43.57,65.12,4.09,0.89,15.9,0.83,2.04,0.85,11,86.75,80,4,1527,23.93,1.52,0.11,15.75,25272.33,6965.62,223.26,11.83,0.49,0,0,0.35,0.16,0,0,0,0.9,0.1,0.27,0,0,0.62,0.11,0.21,0,0,0.57,0.22,0.14,0,0,0.46,0.4,2275,-4.7,1875
95_4,7.71,0.69,40.4,56.8,3.1,0.8,18.33,0.88,2.29,0.92,12,105.88,99,2,1543,21.95,1.45,0.11,15.13,21518.26,5409.24,221.33,19.7,0.51,0.03,0,0.14,0.32,0,0.1,0,0.29,0.6,0.42,0.06,0,0.18,0.34,0.2,0.09,0,0.31,0.4,0.1,0.12,0,0.49,0.28,2275,-4.7,1875
95_5,7.48,0.89,30.07,83.23,5.66,1.14,14.7,0.88,2.3,0.9,13,87.89,75,2,664,20.26,1.38,0.08,14.67,14379.31,2893.58,151.35,12.59,0,0.15,0,0.61,0.24,0,0.11,0,0.51,0.38,0,0.11,0,0.74,0.15,0,0.16,0,0.54,0.3,0,0.21,0,0.49,0.29,2139,-4.1,1788
96_1,7.74,0.93,21.11,111.08,8.91,1.32,12.47,0.81,1.9,0.87,9,119.34,70,2,932,15.77,1.11,0.08,14.24,7456.13,2400.31,118.37,6.92,0.48,0,0,0.2,0.31,0.36,0,0,0.24,0.4,0.45,0,0,0.23,0.32,0.33,0,0,0.3,0.37,0.15,0,0,0.44,0.41,2018,-2.8,1698
96_2,7.63,1.06,31.75,143.58,10.42,1.84,13.78,0.86,2.13,0.89,11,146.55,75,3,863,35.73,2.63,0.18,13.57,9023.79,3018.38,158.64,10.89,0.07,0.07,0,0.21,0.65,0.21,0.16,0,0.1,0.53,0.33,0.21,0,0.13,0.33,0.14,0.12,0,0.21,0.53,0.15,0.12,0,0.32,0.4,2139,-4.1,1788
96_3,7.7,1.03,21.81,88.18,7.32,1.13,12.04,0.79,1.77,0.85,8,87.91,75,4.5,597,27.55,1.49,0.13,18.47,16310.93,4787.74,262.17,15.33,0.53,0.06,0,0.19,0.21,0.26,0.02,0,0.31,0.41,0.43,0.04,0,0.32,0.21,0.33,0.11,0,0.26,0.3,0.19,0.25,0,0.29,0.28,2139,-4.1,1788
96_4,7.55,0.94,17.68,106.33,9.63,1.41,11.04,0.84,2.03,0.88,10,165.3,98,4.4,1367,27.29,1.84,0.13,14.8,7991.68,2461.04,131.72,8.21,0.41,0.06,0,0.46,0.07,0.15,0.03,0,0.52,0.31,0.23,0.05,0,0.53,0.19,0.21,0.12,0,0.43,0.23,0.08,0.29,0,0.31,0.32,2139,-4.1,1788
96_5,7.81,1.19,22.84,69.61,7.26,1.31,9.59,0.88,2.22,0.92,11,135.83,98,5.5,1102,29.42,1.79,0.13,16.44,10425.06,3713.63,189.73,14.89,0.32,0.17,0,0.28,0.22,0.12,0.05,0,0.39,0.44,0.36,0.12,0,0.28,0.25,0.18,0.17,0,0.36,0.28,0.1,0.3,0,0.41,0.19,1629,-3.1,1372
99_1,7.16,0.96,57.94,85.45,4.92,1.14,17.38,0.67,1.47,0.71,8,96.51,85,3.5,555,12.26,0.72,0.06,17,10718.84,2573.71,100.6,6.65,0.87,0,0,0.02,0.11,0.79,0,0,0.01,0.2,0.96,0,0,0.01,0.03,0.65,0,0,0.16,0.19,0.3,0,0,0.44,0.26,3744,-5.6,3341
99_2,7.44,0.86,60.62,49.01,3.59,0.81,13.66,0.86,2.25,0.83,15,47,99,2,1272,11.52,0.72,0.05,15.93,1200.23,332.72,13.42,1.11,0.59,0.01,0,0.13,0.28,0.29,0,0,0.47,0.23,0.47,0,0,0.29,0.24,0.35,0.03,0,0.33,0.29,0.15,0.08,0,0.39,0.37,3744,-5.6,3341
99_3,6.66,0.36,99.33,157.52,11.67,0.89,13.5,0.81,2.05,0.83,12,74.12,90,6,996,20.67,1.02,0.07,20.32,4740.24,1780.02,54.69,2.94,0.79,0,0,0.06,0.15,0.7,0,0,0.04,0.26,0.88,0,0,0.04,0.08,0.61,0,0,0.16,0.24,0.32,0,0,0.37,0.31,3744,-5.6,3341
99_4,6.74,0.75,64.28,122.13,8.7,1.44,14.04,0.9,1.82,0.71,13,79.19,90,6,1133,14.07,0.7,0.05,20.04,10565.45,3281.86,144.52,10.09,0.66,0,0,0.09,0.25,0.51,0,0,0.03,0.46,0.81,0,0,0.03,0.16,0.49,0.03,0,0.1,0.38,0.29,0.07,0,0.2,0.44,3744,-5.6,3341
99_5,6.96,0.56,79.69,98.44,17.9,0.9,5.5,0.82,1.79,0.92,7,84.87,85,5,1065,13.19,0.67,0.05,19.79,3439.49,1257.56,37.82,2.49,0.83,0.01,0,0.05,0.11,0.64,0,0,0.01,0.35,0.89,0,0,0.02,0.09,0.64,0.07,0,0.05,0.23,0.45,0.22,0,0.09,0.24,3569,-4.6,3212
100_1,7.58,0.62,68.19,78.95,4.65,0.85,16.98,0.89,2.42,0.92,14,121.54,90,9,1223,20.21,1.08,0.09,18.67,5357.25,2069.54,40.72,3.34,0.13,0.03,0,0.5,0.35,0.03,0.08,0,0.66,0.23,0.09,0.2,0,0.45,0.26,0.07,0.12,0,0.52,0.29,0.06,0.25,0,0.4,0.29,3569,-4.6,3212
100_2,7.37,0.63,61.77,90.81,5.66,0.77,16.04,0.89,2.47,0.89,16,157.33,98,3,870,28.48,1.29,0.14,22.02,3637.94,1443.99,13.29,1.61,0.03,0.18,0,0.43,0.37,0.02,0.1,0,0.63,0.24,0.06,0.2,0,0.44,0.3,0.03,0.22,0,0.46,0.28,0.05,0.39,0,0.32,0.24,3569,-4.6,3212
100_3,7.38,0.67,66.51,110.38,7.13,0.99,15.48,0.89,2.49,0.86,18,149.18,98,4,1161,18.35,0.81,0.08,22.58,14041.34,5101.44,60.35,7.25,0.35,0.02,0,0.42,0.22,0.02,0.03,0,0.72,0.24,0.32,0.03,0,0.41,0.24,0.16,0.16,0,0.47,0.21,0.1,0.44,0,0.27,0.19,3569,-4.6,3212
100_4,7.33,0.74,50.28,114.65,7.46,1.14,15.38,0.89,2.43,0.9,15,117.62,97,5,1951,16.59,0.75,0.06,21.98,8777.68,3030.09,39.76,2.86,0.41,0.08,0,0.29,0.22,0.16,0.01,0,0.68,0.14,0.25,0.01,0,0.41,0.33,0.24,0.07,0,0.42,0.27,0.15,0.13,0,0.27,0.45,3569,-4.6,3212
100_5,7.54,0.76,52.87,88.72,5.14,1.07,17.28,0.9,2.57,0.91,17,142.02,95,3,1504,22.39,1.02,0.08,21.96,10204.08,2567.61,50.64,4.78,0.28,0.06,0,0.49,0.17,0.02,0.03,0,0.73,0.22,0.05,0.24,0,0.48,0.23,0.11,0.14,0,0.5,0.25,0.03,0.32,0,0.29,0.36,3395,-4.5,3067
101_1,6.97,0.84,44.8,143.96,11.29,1.6,12.75,0.87,2.35,0.87,15,192.82,90,4,865,19.57,0.94,0.07,20.77,5458.64,2027.21,18.47,2.43,0.22,0.35,0,0.07,0.36,0.05,0.21,0,0.17,0.56,0.2,0.31,0,0.07,0.41,0.14,0.27,0,0.16,0.43,0.15,0.24,0,0.23,0.38,3395,-4.5,3067
101_2,7.05,0.99,36.03,79.17,5.64,1.2,14.03,0.89,2.45,0.9,15,238.81,99,6,1040,20.25,1.41,0.06,14.4,3156.98,1185.93,13.79,1.31,0.14,0.04,0,0.01,0.57,0.03,0.02,0,0,0.83,0.33,0.04,0,0,0.62,0.07,0.07,0,0.05,0.53,0.02,0.15,0,0.13,0.18,3395,-4.5,3067
101_3,7.44,0.95,30.47,86.78,6.95,1.01,12.48,0.86,2.45,0.85,18,174.06,95,7,1745,18.51,0.85,0.06,21.87,6129.38,2085.17,19.96,2.42,0.08,0.16,0.02,0.18,0.47,0.02,0.07,0,0.03,0.84,0.11,0,0,0.12,0.77,0.04,0.14,0.02,0.14,0.55,0.03,0.2,0.04,0.21,0.36,3395,-4.5,3067
101_4,6.67,0.98,36.58,99.05,7.69,1.59,12.89,0.88,2.27,0.91,12,114.37,80,5,609,10.65,0.6,0.05,17.77,11750.08,4424.75,54.25,5.94,0.37,0.15,0.04,0,0.44,0.08,0.17,0.05,0,0.71,0.18,0.02,0.57,0,0.23,0.18,0.26,0.06,0,0.51,0.09,0.46,0.08,0,0.38,3395,-4.5,3067
101_5,7.53,0.93,45.72,75.72,5.75,1.35,13.16,0.91,2.61,0.89,19,195.2,100,4,1794,25.26,1.24,0.1,20.3,5327.79,1389.54,0.46,2.7,0.2,0.2,0.01,0.14,0.45,0.03,0.1,0.01,0.14,0.72,0.14,0.35,0.01,0.07,0.42,0.09,0.15,0.02,0.19,0.55,0.03,0.15,0.04,0.3,0.47,3570,-4.5,3239
102_1,7.27,0.79,51.57,98.8,7.35,1.4,13.44,0.91,2.71,0.91,20,107.4,75,5,1048,10.16,0.7,0.05,14.46,9244.77,3670.98,67.84,5.86,0.2,0.1,0,0.23,0.46,0.06,0.06,0,0.23,0.65,0,0.53,0,0.11,0.35,0.1,0.13,0,0.27,0.5,0.05,0.24,0,0.34,0.38,3570,-4.5,3239
102_2,6.59,0.95,38.33,59.7,4.16,1.37,14.36,0.84,2.08,0.84,12,118.95,93,3.5,887,31.85,1.45,0.12,21.93,11553.36,3805.3,32.16,6.46,0.56,0.03,0,0.03,0.38,0.25,0.02,0,0.01,0.72,0.35,0.04,0,0.04,0.57,0.29,0.08,0,0.11,0.52,0.07,0.18,0,0.3,0.45,3570,-4.5,3239
102_3,7.52,0.86,43.54,86.05,6.07,1.67,14.18,0.79,1.85,0.8,10,60.44,93,2.5,536,14.07,0.69,0.06,20.32,15505,4740.92,86.85,8.27,0.63,0.01,0,0.07,0.28,0.36,0,0,0.09,0.55,0.33,0.04,0,0.15,0.48,0.36,0.13,0,0.17,0.34,0.1,0.36,0,0.35,0.19,3570,-4.5,3239
102_4,7.1,0.88,37.38,80.86,6.76,1.47,11.95,0.92,2.67,0.94,17,89.39,80,5,1231,13.96,0.77,0.03,18.24,13871.48,3842.77,69.73,8.49,0.35,0.09,0,0.26,0.31,0.04,0.07,0,0.39,0.5,0.18,0.22,0,0.22,0.39,0.16,0.14,0,0.31,0.39,0.07,0.26,0,0.29,0.37,3570,-4.5,3239
102_5,7.16,0.93,39.86,77.92,5.1,1.62,15.28,0.81,2.16,0.8,15,54.45,85,2.7,435,24.22,1.26,0,19.29,8613.02,2732.61,64.91,5.08,0.65,0,0,0.09,0.26,0.4,0,0,0.19,0.41,0.22,0,0,0.27,0.52,0.38,0,0,0.26,0.35,0.1,0,0,0.5,0.39,1083,-2.7,819
